# x_norm y_norm Predicted_u
9.629346e-01 2.626659e-01 9.366536e-02
9.557668e-01 2.658572e-01 1.101415e-01
9.485991e-01 2.690484e-01 1.268778e-01
9.414313e-01 2.722396e-01 1.435225e-01
9.342635e-01 2.754309e-01 1.609166e-01
9.270957e-01 2.786221e-01 1.780088e-01
9.199279e-01 2.818133e-01 1.962531e-01
9.127602e-01 2.850046e-01 2.139425e-01
9.055914e-01 2.881958e-01 2.320669e-01
8.984236e-01 2.913871e-01 2.502180e-01
8.912558e-01 2.945783e-01 2.686688e-01
8.840880e-01 2.977705e-01 2.868629e-01
8.769202e-01 3.009618e-01 3.057549e-01
8.697525e-01 3.041530e-01 3.247494e-01
8.625847e-01 3.073442e-01 3.432556e-01
8.554169e-01 3.105355e-01 3.621900e-01
8.482491e-01 3.137267e-01 3.807921e-01
8.410813e-01 3.169180e-01 3.997800e-01
8.339136e-01 3.201092e-01 4.188701e-01
8.267458e-01 3.233004e-01 4.382727e-01
8.195780e-01 3.264917e-01 4.570365e-01
8.124102e-01 3.296829e-01 4.762228e-01
8.052424e-01 3.328752e-01 4.949164e-01
7.980747e-01 3.360664e-01 5.141237e-01
7.909069e-01 3.392576e-01 5.329607e-01
7.837381e-01 3.424489e-01 5.512621e-01
7.765703e-01 3.456401e-01 5.703733e-01
7.694025e-01 3.488313e-01 5.885761e-01
7.622347e-01 3.520226e-01 6.066487e-01
7.550670e-01 3.552138e-01 6.246165e-01
7.478992e-01 3.584051e-01 6.425754e-01
7.407314e-01 3.615963e-01 6.600400e-01
7.335636e-01 3.647875e-01 6.771964e-01
7.263958e-01 3.679798e-01 6.945317e-01
7.192281e-01 3.711710e-01 7.111014e-01
7.120603e-01 3.743623e-01 7.274190e-01
7.048925e-01 3.775535e-01 7.434820e-01
6.977247e-01 3.807447e-01 7.592607e-01
6.905569e-01 3.839360e-01 7.743723e-01
6.833892e-01 3.871272e-01 7.896192e-01
6.762214e-01 3.903184e-01 8.042144e-01
6.690526e-01 3.935097e-01 8.183020e-01
6.618848e-01 3.967009e-01 8.319927e-01
6.547170e-01 3.998922e-01 8.455164e-01
6.475492e-01 4.030844e-01 8.580755e-01
6.403815e-01 4.062756e-01 8.705082e-01
6.332137e-01 4.094669e-01 8.821723e-01
6.260459e-01 4.126581e-01 8.936669e-01
6.188781e-01 4.158493e-01 9.043477e-01
6.117103e-01 4.190406e-01 9.146968e-01
6.045426e-01 4.222318e-01 9.243840e-01
5.973748e-01 4.254231e-01 9.336200e-01
5.902070e-01 4.286143e-01 9.420577e-01
5.830392e-01 4.318055e-01 9.502801e-01
5.758714e-01 4.349968e-01 9.577978e-01
5.687037e-01 4.381890e-01 9.647490e-01
5.615359e-01 4.413803e-01 9.709182e-01
5.543671e-01 4.445715e-01 9.765773e-01
5.471993e-01 4.477627e-01 9.817957e-01
5.400315e-01 4.509540e-01 9.863213e-01
5.328638e-01 4.541452e-01 9.902537e-01
5.256960e-01 4.573364e-01 9.934872e-01
5.185282e-01 4.605277e-01 9.961839e-01
5.113604e-01 4.637189e-01 9.983335e-01
5.041926e-01 4.669102e-01 9.997469e-01
4.970248e-01 4.701014e-01 1.000716e+00
4.898571e-01 4.732936e-01 1.000938e+00
4.826893e-01 4.764849e-01 1.000627e+00
4.755215e-01 4.796761e-01 9.997374e-01
4.683537e-01 4.828674e-01 9.980793e-01
4.611859e-01 4.860586e-01 9.960934e-01
4.540182e-01 4.892498e-01 9.932696e-01
4.468504e-01 4.924411e-01 9.900426e-01
4.396816e-01 4.956323e-01 9.860011e-01
4.325138e-01 4.988235e-01 9.816035e-01
4.253460e-01 5.020148e-01 9.766538e-01
4.181783e-01 5.052060e-01 9.709430e-01
4.110105e-01 5.083983e-01 9.645363e-01
4.038427e-01 5.115895e-01 9.579940e-01
3.966749e-01 5.147807e-01 9.506372e-01
3.895071e-01 5.179720e-01 9.426209e-01
3.823393e-01 5.211632e-01 9.343798e-01
3.751716e-01 5.243544e-01 9.254571e-01
3.680038e-01 5.275457e-01 9.159532e-01
3.608360e-01 5.307369e-01 9.058367e-01
3.536682e-01 5.339282e-01 8.955760e-01
3.465004e-01 5.371194e-01 8.842902e-01
3.393327e-01 5.403106e-01 8.728113e-01
3.321649e-01 5.435029e-01 8.609132e-01
3.249961e-01 5.466941e-01 8.483016e-01
3.178283e-01 5.498854e-01 8.354954e-01
3.106605e-01 5.530766e-01 8.219110e-01
3.034928e-01 5.562678e-01 8.081467e-01
2.963250e-01 5.594591e-01 7.939209e-01
2.891572e-01 5.626503e-01 7.791907e-01
2.819894e-01 5.658415e-01 7.640834e-01
2.748216e-01 5.690328e-01 7.485541e-01
2.676538e-01 5.722240e-01 7.326059e-01
2.604861e-01 5.754153e-01 7.163309e-01
2.533183e-01 5.786075e-01 6.997620e-01
2.461505e-01 5.817987e-01 6.826267e-01
2.389827e-01 5.849900e-01 6.652684e-01
2.318149e-01 5.881812e-01 6.476774e-01
2.246472e-01 5.913725e-01 6.295542e-01
2.174794e-01 5.945637e-01 6.112063e-01
2.103106e-01 5.977549e-01 5.926181e-01
2.031428e-01 6.009462e-01 5.738727e-01
1.959750e-01 6.041374e-01 5.547558e-01
1.888073e-01 6.073286e-01 5.353798e-01
1.816395e-01 6.105199e-01 5.160856e-01
1.744717e-01 6.137121e-01 4.962490e-01
1.673039e-01 6.169034e-01 4.761885e-01
1.601361e-01 6.200946e-01 4.562852e-01
1.529684e-01 6.232858e-01 4.360713e-01
1.458006e-01 6.264771e-01 4.156672e-01
1.386328e-01 6.296683e-01 3.952653e-01
1.314650e-01 6.328595e-01 3.750219e-01
1.242972e-01 6.360508e-01 3.544049e-01
1.171294e-01 6.392420e-01 3.336153e-01
1.099617e-01 6.424333e-01 3.131256e-01
1.027939e-01 6.456245e-01 2.926034e-01
9.562510e-02 6.488167e-01 2.719417e-01
8.845732e-02 6.520080e-01 2.511616e-01
8.128954e-02 6.551992e-01 2.308569e-01
7.412176e-02 6.583905e-01 2.104369e-01
6.695398e-02 6.615817e-01 1.898702e-01
5.978620e-02 6.647729e-01 1.698327e-01
5.261842e-02 6.679642e-01 1.494389e-01
4.545063e-02 6.711554e-01 1.296133e-01
3.828285e-02 6.743466e-01 1.098202e-01
3.111507e-02 6.775379e-01 9.021008e-02
2.394729e-02 6.807291e-01 7.060719e-02
1.677951e-02 6.839214e-01 5.158603e-02
9.611729e-03 6.871126e-01 3.250384e-02
2.443948e-03 6.903038e-01 1.373649e-02
-4.723833e-03 6.934951e-01 -4.562378e-03
-1.189161e-02 6.966863e-01 -2.292192e-02
-1.906040e-02 6.998776e-01 -4.089868e-02
-2.622818e-02 7.030688e-01 -5.837834e-02
-3.339596e-02 7.062600e-01 -7.569575e-02
-4.056374e-02 7.094513e-01 -9.266567e-02
-4.773152e-02 7.126425e-01 -1.093001e-01
-5.489930e-02 7.158337e-01 -1.255459e-01
-6.206708e-02 7.190260e-01 -1.413624e-01
-6.923486e-02 7.222172e-01 -1.567847e-01
-7.640264e-02 7.254085e-01 -1.721538e-01
-8.357043e-02 7.285997e-01 -1.866742e-01
-9.073821e-02 7.317909e-01 -2.010889e-01
-9.790599e-02 7.349822e-01 -2.149761e-01
-1.050738e-01 7.381734e-01 -2.283850e-01
-1.122415e-01 7.413646e-01 -2.412980e-01
-1.194093e-01 7.445559e-01 -2.540021e-01
-1.265771e-01 7.477471e-01 -2.662346e-01
-1.337459e-01 7.509394e-01 -2.778171e-01
-1.409137e-01 7.541306e-01 -2.892798e-01
-1.480815e-01 7.573218e-01 -2.998218e-01
-1.552492e-01 7.605131e-01 -3.101003e-01
-1.624170e-01 7.637043e-01 -3.199077e-01
-1.695848e-01 7.668956e-01 -3.291360e-01
-1.767526e-01 7.700868e-01 -3.381374e-01
-1.839204e-01 7.732780e-01 -3.465969e-01
-1.910881e-01 7.764693e-01 -3.546275e-01
-1.982559e-01 7.796605e-01 -3.619041e-01
-2.054237e-01 7.828517e-01 -3.689923e-01
-2.125915e-01 7.860440e-01 -3.754174e-01
-2.197593e-01 7.892352e-01 -3.810499e-01
-2.269270e-01 7.924265e-01 -3.869107e-01
-2.340948e-01 7.956177e-01 -3.914635e-01
-2.412626e-01 7.988089e-01 -3.964366e-01
-2.484314e-01 8.020002e-01 -4.002351e-01
-2.555992e-01 8.051914e-01 -4.036245e-01
-2.627670e-01 8.083827e-01 -4.067521e-01
-2.699347e-01 8.115739e-01 -4.090914e-01
-2.771025e-01 8.147651e-01 -4.116490e-01
-2.842703e-01 8.179564e-01 -4.128442e-01
-2.914381e-01 8.211486e-01 -4.141878e-01
-2.986059e-01 8.243398e-01 -4.154221e-01
-3.057736e-01 8.275311e-01 -4.151062e-01
-3.129414e-01 8.307223e-01 -4.150293e-01
-3.201092e-01 8.339136e-01 -4.142253e-01
-3.272770e-01 8.371048e-01 -4.128068e-01
-3.344448e-01 8.402960e-01 -4.116073e-01
-3.416125e-01 8.434873e-01 -4.094623e-01
-3.487803e-01 8.466785e-01 -4.071733e-01
-3.559481e-01 8.498697e-01 -4.042788e-01
-3.631169e-01 8.530610e-01 -4.007341e-01
-3.702847e-01 8.562532e-01 -3.970230e-01
-3.774525e-01 8.594445e-01 -3.936524e-01
-3.846202e-01 8.626357e-01 -3.885487e-01
-3.917880e-01 8.658269e-01 -3.837810e-01
-3.989558e-01 8.690182e-01 -3.784643e-01
-4.061236e-01 8.722094e-01 -3.729767e-01
-4.132914e-01 8.754007e-01 -3.670672e-01
-4.204591e-01 8.785919e-01 -3.602577e-01
-4.276269e-01 8.817831e-01 -3.535253e-01
-4.347947e-01 8.849744e-01 -3.463530e-01
-4.419625e-01 8.881656e-01 -3.391490e-01
-4.491303e-01 8.913578e-01 -3.315072e-01
9.669112e-01 2.523059e-01 8.186936e-02
9.597434e-01 2.554971e-01 9.822214e-02
9.525756e-01 2.586894e-01 1.143142e-01
9.454078e-01 2.618806e-01 1.309990e-01
9.382400e-01 2.650718e-01 1.473334e-01
9.310723e-01 2.682631e-01 1.642637e-01
9.239045e-01 2.714543e-01 1.813383e-01
9.167367e-01 2.746456e-01 1.992747e-01
9.095679e-01 2.778368e-01 2.169937e-01
9.024001e-01 2.810280e-01 2.345965e-01
8.952324e-01 2.842193e-01 2.524328e-01
8.880646e-01 2.874105e-01 2.709750e-01
8.808968e-01 2.906018e-01 2.889376e-01
8.737290e-01 2.937940e-01 3.074360e-01
8.665612e-01 2.969852e-01 3.258796e-01
8.593934e-01 3.001765e-01 3.449579e-01
8.522257e-01 3.033677e-01 3.630883e-01
8.450579e-01 3.065589e-01 3.822587e-01
8.378901e-01 3.097502e-01 4.012308e-01
8.307223e-01 3.129414e-01 4.197791e-01
8.235545e-01 3.161327e-01 4.387544e-01
8.163868e-01 3.193239e-01 4.578381e-01
8.092190e-01 3.225151e-01 4.766488e-01
8.020512e-01 3.257064e-01 4.955144e-01
7.948824e-01 3.288986e-01 5.140190e-01
7.877146e-01 3.320899e-01 5.322852e-01
7.805469e-01 3.352811e-01 5.515170e-01
7.733791e-01 3.384723e-01 5.696218e-01
7.662113e-01 3.416636e-01 5.877635e-01
7.590435e-01 3.448548e-01 6.060721e-01
7.518757e-01 3.480460e-01 6.237754e-01
7.447079e-01 3.512373e-01 6.416928e-01
7.375402e-01 3.544285e-01 6.591678e-01
7.303724e-01 3.576198e-01 6.764523e-01
7.232046e-01 3.608110e-01 6.931245e-01
7.160368e-01 3.640032e-01 7.097816e-01
7.088690e-01 3.671945e-01 7.263093e-01
7.017013e-01 3.703857e-01 7.420920e-01
6.945335e-01 3.735769e-01 7.578185e-01
6.873657e-01 3.767682e-01 7.730485e-01
6.801969e-01 3.799594e-01 7.878284e-01
6.730291e-01 3.831507e-01 8.024144e-01
6.658614e-01 3.863419e-01 8.166786e-01
6.586936e-01 3.895331e-01 8.302697e-01
6.515258e-01 3.927244e-01 8.434874e-01
6.443580e-01 3.959156e-01 8.561561e-01
6.371902e-01 3.991079e-01 8.686348e-01
6.300224e-01 4.022991e-01 8.802098e-01
6.228547e-01 4.054903e-01 8.917189e-01
6.156869e-01 4.086816e-01 9.022720e-01
6.085191e-01 4.118728e-01 9.124454e-01
6.013513e-01 4.150640e-01 9.220152e-01
5.941835e-01 4.182553e-01 9.313707e-01
5.870158e-01 4.214465e-01 9.399686e-01
5.798480e-01 4.246378e-01 9.480133e-01
5.726802e-01 4.278290e-01 9.555217e-01
5.655114e-01 4.310202e-01 9.623640e-01
5.583436e-01 4.342125e-01 9.685535e-01
5.511759e-01 4.374037e-01 9.743193e-01
5.440081e-01 4.405950e-01 9.794283e-01
5.368403e-01 4.437862e-01 9.839001e-01
5.296725e-01 4.469774e-01 9.877582e-01
5.225047e-01 4.501687e-01 9.912324e-01
5.153370e-01 4.533599e-01 9.937793e-01
5.081692e-01 4.565511e-01 9.959536e-01
5.010014e-01 4.597424e-01 9.973943e-01
4.938336e-01 4.629336e-01 9.982667e-01
4.866658e-01 4.661249e-01 9.985288e-01
4.794980e-01 4.693171e-01 9.981272e-01
4.723303e-01 4.725083e-01 9.972751e-01
4.651625e-01 4.756996e-01 9.956777e-01
4.579947e-01 4.788908e-01 9.935591e-01
4.508259e-01 4.820820e-01 9.908944e-01
4.436581e-01 4.852733e-01 9.874665e-01
4.364904e-01 4.884645e-01 9.835695e-01
4.293226e-01 4.916558e-01 9.790478e-01
4.221548e-01 4.948470e-01 9.739479e-01
4.149870e-01 4.980382e-01 9.682668e-01
4.078192e-01 5.012295e-01 9.619900e-01
4.006515e-01 5.044217e-01 9.553784e-01
3.934837e-01 5.076130e-01 9.479892e-01
3.863159e-01 5.108042e-01 9.401186e-01
3.791481e-01 5.139954e-01 9.317117e-01
3.719803e-01 5.171867e-01 9.228623e-01
3.648125e-01 5.203779e-01 9.131719e-01
3.576448e-01 5.235691e-01 9.031820e-01
3.504770e-01 5.267604e-01 8.927947e-01
3.433092e-01 5.299516e-01 8.817548e-01
3.361404e-01 5.331429e-01 8.701184e-01
3.289726e-01 5.363351e-01 8.580449e-01
3.218049e-01 5.395263e-01 8.455298e-01
3.146371e-01 5.427176e-01 8.326802e-01
3.074693e-01 5.459088e-01 8.192168e-01
3.003015e-01 5.491001e-01 8.055769e-01
2.931337e-01 5.522913e-01 7.910601e-01
2.859660e-01 5.554825e-01 7.762768e-01
2.787982e-01 5.586738e-01 7.611321e-01
2.716304e-01 5.618650e-01 7.456336e-01
2.644626e-01 5.650562e-01 7.296654e-01
2.572948e-01 5.682475e-01 7.132151e-01
2.501270e-01 5.714397e-01 6.964717e-01
2.429593e-01 5.746310e-01 6.794538e-01
2.357915e-01 5.778222e-01 6.619991e-01
2.286237e-01 5.810134e-01 6.443782e-01
2.214549e-01 5.842047e-01 6.260530e-01
2.142871e-01 5.873959e-01 6.079648e-01
2.071194e-01 5.905871e-01 5.892210e-01
1.999516e-01 5.937784e-01 5.704607e-01
1.927838e-01 5.969696e-01 5.512345e-01
1.856160e-01 6.001609e-01 5.318726e-01
1.784482e-01 6.033521e-01 5.121540e-01
1.712805e-01 6.065443e-01 4.923877e-01
1.641127e-01 6.097356e-01 4.720485e-01
1.569449e-01 6.129268e-01 4.521905e-01
1.497771e-01 6.161181e-01 4.318697e-01
1.426093e-01 6.193093e-01 4.113721e-01
1.354416e-01 6.225005e-01 3.908167e-01
1.282738e-01 6.256918e-01 3.703948e-01
1.211060e-01 6.288830e-01 3.495495e-01
1.139382e-01 6.320742e-01 3.290206e-01
1.067694e-01 6.352655e-01 3.082139e-01
9.960165e-02 6.384567e-01 2.872667e-01
9.243386e-02 6.416490e-01 2.663832e-01
8.526608e-02 6.448402e-01 2.457278e-01
7.809830e-02 6.480314e-01 2.251135e-01
7.093052e-02 6.512227e-01 2.044560e-01
6.376274e-02 6.544139e-01 1.839429e-01
5.659496e-02 6.576052e-01 1.633961e-01
4.942718e-02 6.607964e-01 1.431320e-01
4.225940e-02 6.639876e-01 1.230276e-01
3.509162e-02 6.671789e-01 1.028605e-01
2.792383e-02 6.703701e-01 8.307934e-02
2.075605e-02 6.735613e-01 6.329405e-02
1.358827e-02 6.767536e-01 4.391694e-02
6.420491e-03 6.799448e-01 2.465963e-02
-7.472899e-04 6.831361e-01 5.728245e-03
-7.916071e-03 6.863273e-01 -1.291507e-02
-1.508385e-02 6.895185e-01 -3.148824e-02
-2.225163e-02 6.927098e-01 -4.952729e-02
-2.941941e-02 6.959010e-01 -6.749278e-02
-3.658720e-02 6.990922e-01 -8.496803e-02
-4.375498e-02 7.022835e-01 -1.022775e-01
-5.092276e-02 7.054747e-01 -1.191262e-01
-5.809054e-02 7.086660e-01 -1.356235e-01
-6.525832e-02 7.118582e-01 -1.517779e-01
-7.242610e-02 7.150494e-01 -1.674493e-01
-7.959388e-02 7.182407e-01 -1.827639e-01
-8.676166e-02 7.214319e-01 -1.979147e-01
-9.392944e-02 7.246232e-01 -2.124113e-01
-1.010972e-01 7.278144e-01 -2.267490e-01
-1.082650e-01 7.310056e-01 -2.404770e-01
-1.154328e-01 7.341969e-01 -2.536700e-01
-1.226016e-01 7.373881e-01 -2.665197e-01
-1.297694e-01 7.405793e-01 -2.788416e-01
-1.369371e-01 7.437706e-01 -2.907248e-01
-1.441049e-01 7.469628e-01 -3.024984e-01
-1.512727e-01 7.501541e-01 -3.134894e-01
-1.584405e-01 7.533453e-01 -3.240510e-01
-1.656083e-01 7.565365e-01 -3.339624e-01
-1.727760e-01 7.597278e-01 -3.433562e-01
-1.799438e-01 7.629190e-01 -3.526368e-01
-1.871116e-01 7.661103e-01 -3.613728e-01
-1.942794e-01 7.693015e-01 -3.694913e-01
-2.014472e-01 7.724927e-01 -3.773905e-01
-2.086149e-01 7.756840e-01 -3.844667e-01
-2.157827e-01 7.788752e-01 -3.912845e-01
-2.229505e-01 7.820674e-01 -3.973429e-01
-2.301183e-01 7.852587e-01 -4.032031e-01
-2.372871e-01 7.884499e-01 -4.081328e-01
-2.444548e-01 7.916412e-01 -4.127432e-01
-2.516226e-01 7.948324e-01 -4.171668e-01
-2.587904e-01 7.980236e-01 -4.209351e-01
-2.659582e-01 8.012149e-01 -4.240906e-01
-2.731260e-01 8.044061e-01 -4.268198e-01
-2.802938e-01 8.075973e-01 -4.292775e-01
-2.874615e-01 8.107886e-01 -4.311356e-01
-2.946293e-01 8.139798e-01 -4.323208e-01
-3.017971e-01 8.171721e-01 -4.332613e-01
-3.089649e-01 8.203633e-01 -4.335876e-01
-3.161327e-01 8.235545e-01 -4.338151e-01
-3.233004e-01 8.267458e-01 -4.330915e-01
-3.304682e-01 8.299370e-01 -4.322061e-01
-3.376360e-01 8.331283e-01 -4.304599e-01
-3.448038e-01 8.363195e-01 -4.287288e-01
-3.519726e-01 8.395107e-01 -4.266903e-01
-3.591403e-01 8.427020e-01 -4.237881e-01
-3.663081e-01 8.458932e-01 -4.205606e-01
-3.734759e-01 8.490844e-01 -4.173741e-01
-3.806437e-01 8.522767e-01 -4.128338e-01
-3.878115e-01 8.554679e-01 -4.087670e-01
-3.949793e-01 8.586592e-01 -4.040756e-01
-4.021470e-01 8.618504e-01 -3.987605e-01
-4.093148e-01 8.650416e-01 -3.932401e-01
-4.164826e-01 8.682329e-01 -3.874397e-01
-4.236504e-01 8.714241e-01 -3.809356e-01
-4.308182e-01 8.746154e-01 -3.745171e-01
-4.379859e-01 8.778066e-01 -3.672202e-01
-4.451537e-01 8.809978e-01 -3.598214e-01
-4.523215e-01 8.841891e-01 -3.519222e-01
-4.594893e-01 8.873813e-01 -3.444662e-01
9.637199e-01 2.451381e-01 8.637774e-02
9.565521e-01 2.483294e-01 1.023047e-01
9.493844e-01 2.515206e-01 1.182945e-01
9.422166e-01 2.547128e-01 1.342198e-01
9.350488e-01 2.579041e-01 1.506312e-01
9.278810e-01 2.610953e-01 1.674336e-01
9.207132e-01 2.642865e-01 1.847274e-01
9.135445e-01 2.674778e-01 2.016813e-01
9.063767e-01 2.706690e-01 2.195978e-01
8.992089e-01 2.738603e-01 2.369225e-01
8.920411e-01 2.770515e-01 2.546542e-01
8.848733e-01 2.802427e-01 2.726610e-01
8.777055e-01 2.834340e-01 2.907500e-01
8.705378e-01 2.866262e-01 3.089577e-01
8.633700e-01 2.898174e-01 3.272009e-01
8.562022e-01 2.930087e-01 3.459983e-01
8.490344e-01 2.961999e-01 3.643725e-01
8.418666e-01 2.993912e-01 3.826411e-01
8.346989e-01 3.025824e-01 4.014682e-01
8.275311e-01 3.057736e-01 4.202594e-01
8.203633e-01 3.089649e-01 4.389759e-01
8.131955e-01 3.121561e-01 4.577694e-01
8.060277e-01 3.153474e-01 4.762387e-01
7.988590e-01 3.185386e-01 4.948789e-01
7.916912e-01 3.217308e-01 5.135000e-01
7.845234e-01 3.249221e-01 5.321805e-01
7.773556e-01 3.281133e-01 5.507934e-01
7.701878e-01 3.313045e-01 5.687608e-01
7.630201e-01 3.344958e-01 5.870407e-01
7.558523e-01 3.376870e-01 6.047356e-01
7.486845e-01 3.408783e-01 6.229106e-01
7.415167e-01 3.440695e-01 6.403443e-01
7.343489e-01 3.472607e-01 6.573770e-01
7.271811e-01 3.504520e-01 6.747648e-01
7.200134e-01 3.536432e-01 6.916161e-01
7.128456e-01 3.568355e-01 7.082577e-01
7.056778e-01 3.600267e-01 7.242156e-01
6.985100e-01 3.632179e-01 7.402631e-01
6.913422e-01 3.664092e-01 7.556133e-01
6.841735e-01 3.696004e-01 7.712016e-01
6.770057e-01 3.727916e-01 7.858001e-01
6.698379e-01 3.759829e-01 8.000757e-01
6.626701e-01 3.791741e-01 8.140790e-01
6.555023e-01 3.823654e-01 8.280262e-01
6.483346e-01 3.855566e-01 8.408506e-01
6.411668e-01 3.887478e-01 8.537672e-01
6.339990e-01 3.919401e-01 8.659272e-01
6.268312e-01 3.951313e-01 8.777547e-01
6.196634e-01 3.983225e-01 8.888466e-01
6.124956e-01 4.015138e-01 8.997020e-01
6.053279e-01 4.047050e-01 9.097906e-01
5.981601e-01 4.078963e-01 9.195248e-01
5.909923e-01 4.110875e-01 9.287171e-01
5.838245e-01 4.142787e-01 9.370713e-01
5.766567e-01 4.174700e-01 9.449409e-01
5.694880e-01 4.206612e-01 9.526900e-01
5.623202e-01 4.238525e-01 9.594556e-01
5.551524e-01 4.270447e-01 9.657323e-01
5.479846e-01 4.302359e-01 9.714017e-01
5.408168e-01 4.334272e-01 9.765556e-01
5.336491e-01 4.366184e-01 9.808728e-01
5.264813e-01 4.398096e-01 9.848535e-01
5.193135e-01 4.430009e-01 9.881493e-01
5.121457e-01 4.461921e-01 9.909341e-01
5.049779e-01 4.493834e-01 9.927994e-01
4.978102e-01 4.525746e-01 9.943453e-01
4.906424e-01 4.557658e-01 9.952828e-01
4.834746e-01 4.589571e-01 9.954960e-01
4.763068e-01 4.621493e-01 9.951040e-01
4.691390e-01 4.653406e-01 9.942218e-01
4.619712e-01 4.685318e-01 9.926897e-01
4.548025e-01 4.717230e-01 9.904315e-01
4.476347e-01 4.749143e-01 9.877620e-01
4.404669e-01 4.781055e-01 9.843569e-01
4.332991e-01 4.812967e-01 9.805630e-01
4.261313e-01 4.844880e-01 9.759005e-01
4.189636e-01 4.876792e-01 9.707537e-01
4.117958e-01 4.908705e-01 9.652205e-01
4.046280e-01 4.940617e-01 9.589717e-01
3.974602e-01 4.972539e-01 9.522116e-01
3.902924e-01 5.004452e-01 9.448100e-01
3.831247e-01 5.036364e-01 9.368533e-01
3.759569e-01 5.068276e-01 9.285364e-01
3.687891e-01 5.100189e-01 9.194831e-01
3.616213e-01 5.132101e-01 9.099735e-01
3.544535e-01 5.164014e-01 8.999692e-01
3.472857e-01 5.195926e-01 8.894515e-01
3.401170e-01 5.227838e-01 8.784013e-01
3.329492e-01 5.259751e-01 8.670026e-01
3.257814e-01 5.291663e-01 8.547367e-01
3.186136e-01 5.323586e-01 8.424162e-01
3.114458e-01 5.355498e-01 8.293370e-01
3.042781e-01 5.387410e-01 8.158978e-01
2.971103e-01 5.419323e-01 8.018365e-01
2.899425e-01 5.451235e-01 7.877843e-01
2.827747e-01 5.483147e-01 7.728077e-01
2.756069e-01 5.515060e-01 7.577038e-01
2.684392e-01 5.546972e-01 7.421492e-01
2.612714e-01 5.578885e-01 7.261271e-01
2.541036e-01 5.610797e-01 7.098560e-01
2.469358e-01 5.642709e-01 6.928803e-01
2.397680e-01 5.674632e-01 6.756649e-01
2.326002e-01 5.706544e-01 6.583359e-01
2.254315e-01 5.738457e-01 6.403627e-01
2.182637e-01 5.770369e-01 6.225418e-01
2.110959e-01 5.802281e-01 6.039507e-01
2.039281e-01 5.834194e-01 5.854868e-01
1.967603e-01 5.866106e-01 5.664221e-01
1.895926e-01 5.898018e-01 5.472139e-01
1.824248e-01 5.929931e-01 5.276906e-01
1.752570e-01 5.961843e-01 5.079260e-01
1.680892e-01 5.993756e-01 4.880905e-01
1.609214e-01 6.025678e-01 4.679196e-01
1.537537e-01 6.057590e-01 4.478894e-01
1.465859e-01 6.089503e-01 4.273500e-01
1.394181e-01 6.121415e-01 4.065138e-01
1.322503e-01 6.153327e-01 3.861159e-01
1.250825e-01 6.185240e-01 3.653411e-01
1.179148e-01 6.217152e-01 3.445029e-01
1.107460e-01 6.249065e-01 3.236457e-01
1.035782e-01 6.280977e-01 3.027855e-01
9.641041e-02 6.312889e-01 2.815782e-01
8.924263e-02 6.344802e-01 2.608645e-01
8.207485e-02 6.376724e-01 2.399033e-01
7.490706e-02 6.408637e-01 2.188938e-01
6.773928e-02 6.440549e-01 1.982200e-01
6.057150e-02 6.472461e-01 1.775934e-01
5.340372e-02 6.504374e-01 1.567327e-01
4.623594e-02 6.536286e-01 1.363589e-01
3.906816e-02 6.568198e-01 1.157883e-01
3.190038e-02 6.600111e-01 9.574068e-02
2.473260e-02 6.632023e-01 7.554078e-02
1.756482e-02 6.663936e-01 5.572879e-02
1.039703e-02 6.695848e-01 3.619015e-02
3.229253e-03 6.727770e-01 1.668525e-02
-3.939529e-03 6.759683e-01 -2.639294e-03
-1.110731e-02 6.791595e-01 -2.159023e-02
-1.827509e-02 6.823508e-01 -4.031026e-02
-2.544287e-02 6.855420e-01 -5.864114e-02
-3.261065e-02 6.887332e-01 -7.676190e-02
-3.977843e-02 6.919245e-01 -9.455019e-02
-4.694622e-02 6.951157e-01 -1.120131e-01
-5.411400e-02 6.983069e-01 -1.290481e-01
-6.128178e-02 7.014982e-01 -1.460803e-01
-6.844956e-02 7.046894e-01 -1.622302e-01
-7.561734e-02 7.078817e-01 -1.783175e-01
-8.278512e-02 7.110729e-01 -1.937785e-01
-8.995290e-02 7.142641e-01 -2.090577e-01
-9.712068e-02 7.174554e-01 -2.240796e-01
-1.042885e-01 7.206466e-01 -2.382816e-01
-1.114562e-01 7.238378e-01 -2.523571e-01
-1.186250e-01 7.270291e-01 -2.660530e-01
-1.257928e-01 7.302203e-01 -2.790328e-01
-1.329606e-01 7.334116e-01 -2.916611e-01
-1.401284e-01 7.366028e-01 -3.038238e-01
-1.472962e-01 7.397940e-01 -3.156844e-01
-1.544639e-01 7.429863e-01 -3.270875e-01
-1.616317e-01 7.461775e-01 -3.376966e-01
-1.687995e-01 7.493688e-01 -3.483587e-01
-1.759673e-01 7.525600e-01 -3.580415e-01
-1.831351e-01 7.557512e-01 -3.672450e-01
-1.903028e-01 7.589425e-01 -3.762267e-01
-1.974706e-01 7.621337e-01 -3.845579e-01
-2.046384e-01 7.653249e-01 -3.925428e-01
-2.118062e-01 7.685162e-01 -3.998001e-01
-2.189740e-01 7.717074e-01 -4.069167e-01
-2.261417e-01 7.748987e-01 -4.133348e-01
-2.333105e-01 7.780909e-01 -4.193802e-01
-2.404783e-01 7.812821e-01 -4.250460e-01
-2.476461e-01 7.844734e-01 -4.297327e-01
-2.548139e-01 7.876646e-01 -4.339337e-01
